cpu,cpu_freq,date,gpu,gpu_freq,score,type_name
AMD Ryzen 9 3900X ,"3,800 MHz ",October 11 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12296,Time Spy (1.0) by Dr. Green
Intel Core i9-9900K Processor ,"3,600 MHz ",December 31 2019,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,145 MHz ",12296,Time Spy (1.0) by marosead
AMD Ryzen 9 3900X ,"3,793 MHz ",February 20 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,025 MHz ",12296,Time Spy (1.0) by zenonn
AMD Ryzen 9 3900X ,"4,000 MHz ",April 28 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12296,Time Spy (1.0) by Retarded Genius
Intel Core i9-9900K Processor ,"3,600 MHz ",June 26 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12296,Time Spy (1.2) by Gorillix
AMD Ryzen 9 3900X ,"4,300 MHz ",August 4 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12296,Time Spy (1.2) by kai-7419
AMD Ryzen 9 3900X ,"3,800 MHz ",October 16 2019,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12295,Time Spy (1.0) by dachser21
AMD Ryzen 9 3950X ,"3,500 MHz ",July 7 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12295,Time Spy (1.2) by cipullo6906
Intel Core i9-9900K Processor ,"3,600 MHz ",September 18 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,085 MHz ",12295,Time Spy (1.0) by Knobster368
Intel Core i9-9900K Processor ,"3,600 MHz ",September 21 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,085 MHz ",12295,Time Spy (1.2) by Knobster368
AMD Ryzen 9 3900X ,"3,800 MHz ",July 10 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12294,Time Spy (1.0) by Escorve
AMD Ryzen 9 3900X ,"4,400 MHz ",December 3 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12294,Time Spy (1.0) by Angry Birdie-2
Intel Core i9-7900X Processor ,"3,301 MHz ",April 3 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,085 MHz ",12294,Time Spy (1.0) by 200898034
Intel Core i9-9900K Processor ,"3,600 MHz ",April 12 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12293,Time Spy (1.0) by Gorillix
Intel Core i9-9900K Processor ,"3,600 MHz ",May 17 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12293,Time Spy (1.0) by Jan Trtschka
Intel Core i9-9900K Processor ,"3,600 MHz ",July 30 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12293,Time Spy (1.0) by mohamad1991
Intel Core i9-9900K Processor ,"3,600 MHz ",August 11 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12293,Time Spy (1.0) by NatSlayr
Intel Core i9-9900K Processor ,"3,600 MHz ",October 31 2019,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,085 MHz ",12293,Time Spy (1.0) by dylan0451
Intel Core i9-9900K Processor ,"3,600 MHz ",December 10 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,070 MHz ",12293,Time Spy (1.0) by Jumpinjangles
Intel Core i9-9900KS Processor ,"4,007 MHz ",December 24 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,085 MHz ",12293,Time Spy (1.0) by daveros63
Intel Core i9-9900K Processor ,"3,600 MHz ",February 5 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,160 MHz ",12293,Time Spy (1.0)
AMD Ryzen 9 3950X ,"4,300 MHz ",August 23 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,070 MHz ",12293,Time Spy (1.2)
Intel Core i9-9900K Processor ,"3,600 MHz ",February 6 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,160 MHz ",12292,Time Spy (1.0) by VIRAL
Intel Core i9-9900K Processor ,"3,600 MHz ",March 24 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,085 MHz ",12292,Time Spy (1.0) by scarecrow_omega
Intel Core i9-9900K Processor ,"3,600 MHz ",April 30 2019,ZOTAC NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12292,Time Spy (1.0) by PaintedMan77
Intel Core i9-9900K Processor ,"3,600 MHz ",November 25 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12292,Time Spy (1.0) by [EYE]LANopticx
Intel Core i9-9900K Processor ,"3,600 MHz ",December 30 2019,ZOTAC NVIDIA GeForce RTX 2080 ,"2,055 MHz ",12292,Time Spy (1.0) by Simpledeath2
Intel Core i9-9900K Processor ,"3,600 MHz ",June 6 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12292,Time Spy (1.0) by NatSlayr
AMD Ryzen Threadripper 1950X ,"3,993 MHz ",April 24 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12291,Time Spy (1.0) by stevemarkz
AMD Ryzen 7 3800X ,"3,900 MHz ",December 7 2019,ZOTAC NVIDIA GeForce RTX 2080 ,"2,100 MHz ",12291,Time Spy (1.0) by Silverymoon
AMD Ryzen 7 3800X ,"3,893 MHz ",April 8 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,145 MHz ",12291,Time Spy (1.0) by LoNeRwolf22
Intel Core i9-9900K Processor ,"3,600 MHz ",April 13 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,160 MHz ",12291,Time Spy (1.0) by ti4600
AMD Ryzen 7 3800X ,"3,893 MHz ",April 30 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,190 MHz ",12291,Time Spy (1.0) by LoNeRwolf22
AMD Ryzen Threadripper 1950X ,"4,100 MHz ",May 10 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12290,Time Spy (1.0) by zimzumz
AMD Ryzen Threadripper 1950X ,"4,100 MHz ",May 10 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12290,Time Spy (1.0) by zimzumz
Intel Core i9-9900K Processor ,"3,600 MHz ",July 8 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,055 MHz ",12290,Time Spy (1.0)
Intel Core i9-9900K Processor ,"3,600 MHz ",November 8 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12290,Time Spy (1.0)
Intel Core i9-9900K Processor ,"3,600 MHz ",November 22 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,085 MHz ",12290,Time Spy (1.0) by Daddy Dixon
AMD Ryzen 7 3800X ,"3,893 MHz ",April 15 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,145 MHz ",12290,Time Spy (1.0) by LoNeRwolf22
Intel Core i9-9900K Processor ,"3,600 MHz ",May 21 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12290,Time Spy (1.0) by dothinh115
Intel Core i9-9900K Processor ,"3,600 MHz ",September 21 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,085 MHz ",12290,Time Spy (1.2) by Knobster368
Intel Core i9-9900K Processor ,"3,600 MHz ",August 15 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12289,Time Spy (1.0) by mohamad1991
Intel Core i9-9900K Processor ,"3,600 MHz ",August 27 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,085 MHz ",12289,Time Spy (1.0) by darren1380
Intel Core i9-9900K Processor ,"3,600 MHz ",November 22 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,100 MHz ",12289,Time Spy (1.0) by Knobster368
Intel Core i9-9900KF Processor ,"3,600 MHz ",December 11 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12289,Time Spy (1.0) by Roxnemesis
AMD Ryzen 9 3950X ,"3,493 MHz ",December 29 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,055 MHz ",12289,Time Spy (1.0) by ollio
Intel Core i9-9900K Processor ,"3,600 MHz ",January 29 2020,ZOTAC NVIDIA GeForce RTX 2080 ,"2,115 MHz ",12289,Time Spy (1.0) by hir_x
Intel Core i9-9900K Processor ,"3,600 MHz ",October 22 2018,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12288,Time Spy (1.0)
Intel Core i7-4790K Processor ,"4,001 MHz ",December 8 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ",2x SLI) ,12288,Time Spy (1.0) by lonesomecrowofcyberspace
Intel Core i9-9900KS Processor ,"4,007 MHz ",March 24 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12288,Time Spy (1.0) by swworld1
Intel Core i9-9900K Processor ,"3,600 MHz ",June 26 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12288,Time Spy (1.2) by Gorillix
Intel Core i9-10900K Processor ,"3,696 MHz ",August 2 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12288,Time Spy (1.2) by fight me bro
Intel Core i9-10900K Processor ,"3,696 MHz ",September 15 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,055 MHz ",12288,Time Spy (1.2) by Jigfio
Intel Core i9-9940X Processor ,"3,312 MHz ",March 2 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12287,Time Spy (1.0) by sure.
Intel Core i9-9900K Processor ,"3,600 MHz ",March 15 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12287,Time Spy (1.0) by Sober_Squid
Intel Core i9-9900K Processor ,"3,600 MHz ",March 16 2019,ZOTAC NVIDIA GeForce RTX 2080 ,"2,100 MHz ",12287,Time Spy (1.0)
Intel Core i9-9900K Processor ,"3,600 MHz ",September 10 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12287,Time Spy (1.0) by lyriixapple
Intel Core i9-9900K Processor ,"3,600 MHz ",October 18 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12287,Time Spy (1.0) by [2NF]Pisspartout
Intel Core i9-9900KS Processor ,"4,007 MHz ",December 14 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,085 MHz ",12287,Time Spy (1.0) by wubizzle
Intel Core i9-9900K Processor ,"3,600 MHz ",February 1 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12286,Time Spy (1.0) by K.Hansen
Intel Core i9-9900K Processor ,"3,600 MHz ",February 23 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,070 MHz ",12286,Time Spy (1.0) by ThugPirate
Intel Core i9-7980XE Processor ,"2,600 MHz ",May 15 2019,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,160 MHz ",12286,Time Spy (1.0) by Miller Time Mark
Intel Core i9-9900K Processor ,"3,600 MHz ",June 8 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12286,Time Spy (1.0) by mohamad1991
AMD Ryzen 9 3900X ,"3,800 MHz ",July 14 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12286,Time Spy (1.0) by Escorve
Intel Core i9-9900K Processor ,"3,600 MHz ",November 22 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,070 MHz ",12286,Time Spy (1.0) by Daddy Dixon
AMD Ryzen 7 3800X ,"3,893 MHz ",April 30 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,190 MHz ",12286,Time Spy (1.0) by LoNeRwolf22
AMD Ryzen 9 3900X ,"3,800 MHz ",June 29 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,085 MHz ",12286,Time Spy (1.2) by Captain Boo-Tacular
Intel Core i9-9900K Processor ,"3,600 MHz ",March 9 2019,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,100 MHz ",12285,Time Spy (1.0) by lmcgrew79
AMD Ryzen 9 3900X ,"3,800 MHz ",July 14 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12285,Time Spy (1.0) by Escorve
Intel Core i9-9900K Processor ,"3,600 MHz ",August 14 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12285,Time Spy (1.0) by mohamad1991
Intel Core i9-9900K Processor ,"3,600 MHz ",August 31 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,100 MHz ",12285,Time Spy (1.0) by Knobster368
Intel Core i9-9900K Processor ,"3,600 MHz ",December 7 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12285,Time Spy (1.0) by wakewelder9
Intel Core i9-9900K Processor ,"3,600 MHz ",December 21 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12285,Time Spy (1.0) by wakewelder9
Intel Core i9-9900KF Processor ,"3,600 MHz ",April 22 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12285,Time Spy (1.0) by Rafold
Intel Core i9-9900K Processor ,"3,600 MHz ",June 20 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12284,Time Spy (1.0) by mohamad1991
AMD Ryzen 9 3900X ,"3,793 MHz ",September 6 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12284,Time Spy (1.0) by Biggles-3482
Intel Core i9-9900K Processor ,"3,600 MHz ",October 6 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12284,Time Spy (1.0) by �| frosty
AMD Ryzen 9 3900X ,"3,793 MHz ",July 31 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12284,Time Spy (1.2) by 賭徒
AMD Ryzen 9 3900X ,"4,400 MHz ",July 31 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,070 MHz ",12284,Time Spy (1.2) by Skels
Intel Core i9-10900K Processor ,"3,696 MHz ",September 13 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,160 MHz ",12284,Time Spy (1.2) by fight me bro
Intel Core i9-9820X Processor ,"3,301 MHz ",February 12 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12283,Time Spy (1.0) by Cloud
Intel Core i7-8700K Processor ,"3,700 MHz ",March 25 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12283,Time Spy (1.0) by tpr_brister
Intel Core i9-9900K Processor ,"3,600 MHz ",July 9 2019,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,085 MHz ",12283,Time Spy (1.0) by Incursus
AMD Ryzen 9 3900X ,"3,800 MHz ",July 21 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12283,Time Spy (1.0) by MGBM
Intel Core i9-9900K Processor ,"3,600 MHz ",November 3 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12283,Time Spy (1.0) by �| frosty
Intel Core i9-9900K Processor ,"3,600 MHz ",December 1 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12283,Time Spy (1.0) by wakewelder9
AMD Ryzen 7 3800X ,"4,400 MHz ",February 9 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12283,Time Spy (1.0) by akiLLes
Intel Core i9-9900K Processor ,"3,600 MHz ",May 6 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12283,Time Spy (1.0) by jekelz
Intel Core i9-9900K Processor ,"3,600 MHz ",May 31 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12283,Time Spy (1.0) by NatSlayr
Intel Core i9-9900K Processor ,"3,600 MHz ",June 6 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12283,Time Spy (1.0) by NatSlayr
Intel Core i9-9900K Processor ,"3,600 MHz ",July 5 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,085 MHz ",12283,Time Spy (1.2) by Knobster368
AMD Ryzen 9 3900X ,"4,450 MHz ",July 11 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12283,Time Spy (1.2) by 賭徒
Intel Core i9-9900K Processor ,"3,600 MHz ",February 1 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12282,Time Spy (1.0) by K.Hansen
Intel Core i9-9900K Processor ,"3,600 MHz ",February 18 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12282,Time Spy (1.0) by Mr. Hugelberg
Intel Core i9-9900K Processor ,"3,600 MHz ",May 19 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,085 MHz ",12282,Time Spy (1.0) by Th3HighLif3
Intel Core i9-9900K Processor ,"3,600 MHz ",July 29 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12282,Time Spy (1.0) by mohamad1991
AMD Ryzen 7 3800X ,"3,893 MHz ",April 10 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,175 MHz ",12282,Time Spy (1.0) by LoNeRwolf22
AMD Ryzen 9 3900X ,"4,400 MHz ",April 17 2020,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12282,Time Spy (1.0)
AMD Ryzen 7 3800X ,"3,893 MHz ",April 21 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,175 MHz ",12282,Time Spy (1.0) by LoNeRwolf22
AMD Ryzen 9 3900X ,"4,150 MHz ",May 22 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,115 MHz ",12282,Time Spy (1.0) by switchawow
Intel Core i9-9900K Processor ,"3,600 MHz ",May 29 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,085 MHz ",12281,Time Spy (1.0) by calgary.flamesfan
Intel Core i9-9900KF Processor ,"3,600 MHz ",September 20 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12281,Time Spy (1.0) by jared.gawlas
AMD Ryzen 7 3800X ,"4,500 MHz ",February 23 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12281,Time Spy (1.0) by Austinaveous
Intel Core i9-9900K Processor ,"3,600 MHz ",April 8 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,160 MHz ",12281,Time Spy (1.0) by ti4600
AMD Ryzen 7 3800X ,"3,893 MHz ",May 3 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,175 MHz ",12281,Time Spy (1.0) by LoNeRwolf22
Intel Core i9-9900K Processor ,"3,600 MHz ",March 7 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12280,Time Spy (1.0) by tristonm74
Intel Core i9-9900K Processor ,"3,600 MHz ",May 21 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,085 MHz ",12280,Time Spy (1.0) by Knobster368
AMD Ryzen 9 3900X ,"3,800 MHz ",July 13 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12280,Time Spy (1.0) by Escorve
Intel Core i9-9900K Processor ,"3,600 MHz ",July 19 2019,ZOTAC NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12280,Time Spy (1.0) by kyleuser123456
Intel Core i9-9900K Processor ,"3,600 MHz ",August 11 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12280,Time Spy (1.0) by NatSlayr
Intel Core i9-9900K Processor ,"3,600 MHz ",February 3 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12280,Time Spy (1.0) by ElConrado
Intel Core i9-10900K Processor ,"3,696 MHz ",July 11 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,040 MHz ",12280,Time Spy (1.2) by shamsul.sulaiman
AMD Ryzen 9 3900X ,"4,400 MHz ",July 31 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,070 MHz ",12280,Time Spy (1.2) by Skels
Intel Core i9-9900K Processor ,"3,600 MHz ",January 25 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12279,Time Spy (1.0) by Gio_1897
Intel Core i9-9900K Processor ,"3,600 MHz ",September 9 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12279,Time Spy (1.0) by lyriixapple
AMD Ryzen 9 3950X ,"4,300 MHz ",November 29 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12279,Time Spy (1.0) by top710319
AMD Ryzen 9 3900X ,"3,793 MHz ",January 2 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12279,Time Spy (1.0) by jimj4306
AMD Ryzen 7 3800X ,"3,893 MHz ",April 10 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,175 MHz ",12279,Time Spy (1.0) by LoNeRwolf22
AMD Ryzen 9 3900X ,"3,793 MHz ",October 6 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12278,Time Spy (1.0) by Relaxxxx.
Intel Core i7-8700K Processor ,"3,696 MHz ",November 22 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,175 MHz ",12278,Time Spy (1.0) by Szarko
AMD Ryzen 9 3900X ,"3,793 MHz ",December 8 2019,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,070 MHz ",12278,Time Spy (1.0) by Rannaa
Intel Core i9-9900K Processor ,"3,600 MHz ",December 31 2019,ZOTAC NVIDIA GeForce RTX 2080 ,"2,070 MHz ",12278,Time Spy (1.0) by hir_x
Intel Core i7-8700K Processor ,"3,696 MHz ",May 3 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,220 MHz ",12278,Time Spy (1.0) by Szarko
Intel Core i9-9900K Processor ,"3,600 MHz ",May 31 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,115 MHz ",12278,Time Spy (1.0) by Sean-0
Intel Core i7-10700K Processor ,"3,792 MHz ",September 6 2020,Gainward GmbH NVIDIA GeForce RTX 2080 ,"2,130 MHz ",12278,Time Spy (1.2) by Invincible_E
AMD Ryzen 7 3700X ,"3,593 MHz ",July 18 2019,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,085 MHz ",12277,Time Spy (1.0) by memphismg86
Intel Core i9-9900K Processor ,"3,600 MHz ",August 17 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12277,Time Spy (1.0) by lyriixapple
Intel Core i9-9900K Processor ,"3,600 MHz ",December 31 2019,NVidia Corporation NVIDIA GeForce RTX 2080 ,"2,145 MHz ",12277,Time Spy (1.0) by marosead
AMD Ryzen 7 3800X ,"3,893 MHz ",April 9 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,160 MHz ",12277,Time Spy (1.0) by LoNeRwolf22
AMD Ryzen 7 3800X ,"3,893 MHz ",April 30 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,190 MHz ",12277,Time Spy (1.0) by LoNeRwolf22
AMD Ryzen 7 3800X ,"3,893 MHz ",April 30 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,190 MHz ",12277,Time Spy (1.0) by LoNeRwolf22
Intel Core i9-9900K Processor ,"3,600 MHz ",March 17 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12276,Time Spy (1.0) by old_n07
AMD Ryzen 9 3900X ,"3,875 MHz ",July 25 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12276,Time Spy (1.0)
Intel Core i9-9900K Processor ,"3,600 MHz ",November 20 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,115 MHz ",12276,Time Spy (1.0) by Knobster368
Intel Core i9-9900K Processor ,"3,600 MHz ",February 3 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,160 MHz ",12276,Time Spy (1.0)
AMD Ryzen 7 3800X ,"4,450 MHz ",February 23 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12276,Time Spy (1.0) by Austinaveous
AMD Ryzen 9 3900X ,"3,800 MHz ",July 26 2020,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,085 MHz ",12276,Time Spy (1.2) by bolleholle
Intel Core i9-9900K Processor ,"3,600 MHz ",February 14 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,130 MHz ",12275,Time Spy (1.0) by IICARUS
Intel Core i9-9900K Processor ,"3,600 MHz ",March 9 2019,"Giga-Byte Technology Co., Ltd. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12275,Time Spy (1.0) by tristonm74
Intel Core i9-9900K Processor ,"3,600 MHz ",March 17 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12275,Time Spy (1.0)
Intel Core i9-9900K Processor ,"3,600 MHz ",April 5 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,100 MHz ",12275,Time Spy (1.0) by ti4600
Intel Core i9-9900KF Processor ,"3,600 MHz ",September 20 2019,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,070 MHz ",12275,Time Spy (1.0) by jared.gawlas
Intel Core i9-9900K Processor ,"3,600 MHz ",October 31 2019,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,115 MHz ",12275,Time Spy (1.0) by Booty Eating Bandit
Intel Core i7-8700K Processor ,"3,696 MHz ",May 3 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,220 MHz ",12275,Time Spy (1.0) by Szarko
AMD Ryzen 7 3800X ,"3,893 MHz ",May 3 2020,EVGA Corporation NVIDIA GeForce RTX 2080 ,"2,160 MHz ",12275,Time Spy (1.0) by LoNeRwolf22
Intel Core i7-10700K Processor ,"3,801 MHz ",August 9 2020,"Micro-Star International Co ., Ltd. NVIDIA GeForce RTX 2080 ","2,145 MHz ",12275,Time Spy (1.2) by kympossible
Intel Core i9-9900K Processor ,"3,600 MHz ",August 11 2019,"Asustek Computer, Inc. NVIDIA GeForce RTX 2080 ","2,115 MHz ",12274,Time Spy (1.0) by NatSlayr
